date,geography_code,geography_name,ssa_t1_desc,sex,ethnicity_group,notional_nvq_level,e_and_t_aims_enrolments,e_and_t_aims_ach
2021/22,E07000168,Scarborough,Social Sciences,Female,Total,Total,20,10
2021/22,E07000163,Craven,"Languages, Literature and Culture",Female,Black/African/Caribbean/Black British,E,low,low
2021/22,E07000165,Harrogate,Total,Male,Asian/ Asian British,4+,low,low
2021/22,E08000034,Kirklees,"History, Philosophy and Theology",Female,White,4+,low,low
2021/22,E07000168,Scarborough,Science and Mathematics,Female,Black/African/Caribbean/Black British,Not Assigned,low,low
2021/22,E08000035,Leeds,Preparation for Life and Work,Female,Mixed/ Multiple Ethnic Group,3,low,low
2021/22,E07000165,Harrogate,"Agriculture, Horticulture and Animal Care",Female,Not Provided,2,low,low
2021/22,E08000033,Calderdale,Not Applicable/ Not Known,Female,Black/African/Caribbean/Black British,4+,low,low
2021/22,E08000035,Leeds,Retail and Commercial Enterprise,Female,Asian/ Asian British,Total,90,80
2021/22,E08000034,Kirklees,Information and Communication Technology,Total,Other Ethnic Group,2,10,10
2021/22,E07000166,Richmondshire,Not Applicable/ Not Known,Female,Black/African/Caribbean/Black British,Not Assigned,low,low
2021/22,E07000168,Scarborough,Education and Training,Male,Black/African/Caribbean/Black British,2,low,low
2021/22,E07000167,Ryedale,Information and Communication Technology,Male,Not Provided,Total,low,low
2021/22,E07000166,Richmondshire,Total,Male,Black/African/Caribbean/Black British,Not Assigned,low,low
2021/22,E07000165,Harrogate,"Construction, Planning and the Built Environment",Total,Mixed/ Multiple Ethnic Group,1,low,low
2021/22,E07000169,Selby,"Leisure, Travel and Tourism",Male,Not Provided,Not Assigned,low,low
2021/22,E07000163,Craven,"Agriculture, Horticulture and Animal Care",Total,Total,4+,low,low
2021/22,E07000168,Scarborough,Not Applicable/ Not Known,Total,Other Ethnic Group,E,low,low
2021/22,E08000033,Calderdale,"Languages, Literature and Culture",Total,White,4+,low,low
2021/22,E07000166,Richmondshire,"Agriculture, Horticulture and Animal Care",Female,Asian/ Asian British,1,low,low
2021/22,E08000035,Leeds,"Business, Administration and Law",Female,Total,E,low,low
2021/22,E07000169,Selby,"Construction, Planning and the Built Environment",Male,Asian/ Asian British,1,low,low
2021/22,E08000034,Kirklees,Social Sciences,Total,White,Not Assigned,low,low
2021/22,E07000169,Selby,Social Sciences,Female,Mixed/ Multiple Ethnic Group,1,low,low
2021/22,E07000163,Craven,Engineering and Manufacturing Technologies,Total,Other Ethnic Group,3,low,low
2021/22,E07000164,Hambleton,Information and Communication Technology,Total,Total,Total,80,70
2021/22,E07000165,Harrogate,Not Applicable/ Not Known,Total,Black/African/Caribbean/Black British,2,low,low
2021/22,E07000168,Scarborough,"Agriculture, Horticulture and Animal Care",Female,White,Total,20,10
2021/22,E07000165,Harrogate,Engineering and Manufacturing Technologies,Female,Other Ethnic Group,E,low,low
2021/22,E07000164,Hambleton,"Arts, Media and Publishing",Total,Not Provided,1,low,low
2021/22,E08000034,Kirklees,Social Sciences,Total,Mixed/ Multiple Ethnic Group,1,low,low
2021/22,E07000165,Harrogate,Science and Mathematics,Female,White,Total,30,30
2021/22,E07000168,Scarborough,Total,Male,Mixed/ Multiple Ethnic Group,1,low,low
2021/22,E08000034,Kirklees,"Arts, Media and Publishing",Total,Asian/ Asian British,3,10,10
2021/22,E08000032,Bradford,Education and Training,Female,Other Ethnic Group,4+,low,low
2021/22,E07000166,Richmondshire,Not Applicable/ Not Known,Female,Total,4+,low,low
2021/22,E08000036,Wakefield,Education and Training,Total,Mixed/ Multiple Ethnic Group,3,low,low
2021/22,E07000163,Craven,Social Sciences,Male,Not Provided,3,low,low
2021/22,E08000033,Calderdale,"Health, Public Services and Care",Total,Asian/ Asian British,3,10,10
2021/22,E07000168,Scarborough,Total,Male,Other Ethnic Group,2,40,30
2021/22,E07000167,Ryedale,"History, Philosophy and Theology",Female,Asian/ Asian British,4+,low,low
2021/22,E07000165,Harrogate,"Arts, Media and Publishing",Total,Black/African/Caribbean/Black British,2,low,low
2021/22,E07000168,Scarborough,Not Applicable/ Not Known,Total,Asian/ Asian British,Not Assigned,low,low
2021/22,E07000164,Hambleton,"Construction, Planning and the Built Environment",Female,Black/African/Caribbean/Black British,4+,low,low
2021/22,E07000163,Craven,"Agriculture, Horticulture and Animal Care",Total,Black/African/Caribbean/Black British,Not Assigned,low,low
2021/22,E07000166,Richmondshire,Preparation for Life and Work,Total,White,E,70,60
2021/22,E08000035,Leeds,Not Applicable/ Not Known,Male,Total,E,low,low
2021/22,E07000169,Selby,Information and Communication Technology,Male,White,E,low,low
2021/22,E07000163,Craven,Social Sciences,Total,Mixed/ Multiple Ethnic Group,Not Assigned,low,low
2021/22,E07000168,Scarborough,Information and Communication Technology,Total,Other Ethnic Group,3,low,low
2021/22,E08000035,Leeds,"Agriculture, Horticulture and Animal Care",Male,Asian/ Asian British,4+,low,low
2021/22,E07000164,Hambleton,"Agriculture, Horticulture and Animal Care",Female,Total,4+,low,low
2021/22,E07000166,Richmondshire,Social Sciences,Total,White,4+,low,low
2021/22,E08000035,Leeds,Preparation for Life and Work,Total,Total,3,low,low
2021/22,E07000165,Harrogate,"Agriculture, Horticulture and Animal Care",Male,Mixed/ Multiple Ethnic Group,Total,low,low
2021/22,E07000165,Harrogate,Preparation for Life and Work,Total,Other Ethnic Group,4+,low,low
2021/22,E08000036,Wakefield,"Health, Public Services and Care",Total,White,E,10,10
2021/22,E07000168,Scarborough,Not Applicable/ Not Known,Male,Total,Total,low,low
2021/22,E08000035,Leeds,"Construction, Planning and the Built Environment",Male,Total,3,170,70
2021/22,E07000169,Selby,"Business, Administration and Law",Male,Black/African/Caribbean/Black British,2,low,low
2021/22,E07000168,Scarborough,"History, Philosophy and Theology",Total,Asian/ Asian British,E,low,low
2021/22,E07000167,Ryedale,"Languages, Literature and Culture",Male,Black/African/Caribbean/Black British,1,low,low
2021/22,E08000036,Wakefield,Science and Mathematics,Female,White,E,low,low
2021/22,E08000034,Kirklees,Social Sciences,Male,Not Provided,4+,low,low
2021/22,E07000166,Richmondshire,"Leisure, Travel and Tourism",Male,Total,Not Assigned,low,low
2021/22,E07000168,Scarborough,Engineering and Manufacturing Technologies,Female,Asian/ Asian British,4+,low,low
2021/22,E08000036,Wakefield,Preparation for Life and Work,Female,Black/African/Caribbean/Black British,2,30,10
2021/22,E07000167,Ryedale,Total,Total,White,E,50,40
2021/22,E07000164,Hambleton,Engineering and Manufacturing Technologies,Female,Other Ethnic Group,3,low,low
2021/22,E08000034,Kirklees,"Agriculture, Horticulture and Animal Care",Total,Total,1,30,30
2021/22,E08000036,Wakefield,Science and Mathematics,Male,Asian/ Asian British,4+,low,low
2021/22,E07000164,Hambleton,Total,Total,Total,2,700,510
2021/22,E07000165,Harrogate,Education and Training,Female,Black/African/Caribbean/Black British,Not Assigned,low,low
2021/22,E07000165,Harrogate,Information and Communication Technology,Female,Total,E,low,low
2021/22,E07000164,Hambleton,Education and Training,Female,Asian/ Asian British,Not Assigned,low,low
2021/22,E07000163,Craven,Education and Training,Total,Asian/ Asian British,Not Assigned,low,low
2021/22,E07000167,Ryedale,Not Applicable/ Not Known,Total,Total,Not Assigned,low,low
2021/22,E08000034,Kirklees,Education and Training,Total,Other Ethnic Group,Not Assigned,low,low
2021/22,E08000036,Wakefield,"Construction, Planning and the Built Environment",Female,Not Provided,3,low,low
2021/22,E07000169,Selby,Engineering and Manufacturing Technologies,Female,Mixed/ Multiple Ethnic Group,Total,low,low
2021/22,E08000036,Wakefield,Total,Total,Other Ethnic Group,3,low,low
2021/22,E07000167,Ryedale,Information and Communication Technology,Total,Total,3,low,low
2021/22,E07000164,Hambleton,Social Sciences,Female,Black/African/Caribbean/Black British,Not Assigned,low,low
2021/22,E07000163,Craven,Engineering and Manufacturing Technologies,Total,Asian/ Asian British,4+,low,low
2021/22,E07000163,Craven,"Agriculture, Horticulture and Animal Care",Male,Other Ethnic Group,Total,low,low
2021/22,E08000034,Kirklees,Total,Male,Other Ethnic Group,4+,low,low
2021/22,E08000032,Bradford,Preparation for Life and Work,Total,Other Ethnic Group,4+,low,low
2021/22,E08000032,Bradford,"Health, Public Services and Care",Total,Mixed/ Multiple Ethnic Group,2,90,60
2021/22,E07000163,Craven,"Health, Public Services and Care",Female,Asian/ Asian British,E,low,low
2021/22,E07000166,Richmondshire,"Business, Administration and Law",Male,Total,4+,low,low
2021/22,E07000165,Harrogate,Total,Male,Total,2,220,160
2021/22,E07000169,Selby,"Arts, Media and Publishing",Total,Mixed/ Multiple Ethnic Group,4+,low,low
2021/22,E08000035,Leeds,"Leisure, Travel and Tourism",Female,Mixed/ Multiple Ethnic Group,Not Assigned,low,low
2021/22,E07000168,Scarborough,Social Sciences,Male,Mixed/ Multiple Ethnic Group,1,low,low
2021/22,E07000165,Harrogate,"Construction, Planning and the Built Environment",Male,Total,Total,50,40
2021/22,E07000165,Harrogate,"Business, Administration and Law",Female,Other Ethnic Group,1,low,low
2021/22,E07000165,Harrogate,"Agriculture, Horticulture and Animal Care",Male,Black/African/Caribbean/Black British,Not Assigned,low,low
2021/22,E08000033,Calderdale,"Health, Public Services and Care",Total,Not Provided,4+,low,low
2021/22,E07000166,Richmondshire,Retail and Commercial Enterprise,Female,White,Total,30,30
2021/22,E08000035,Leeds,"Leisure, Travel and Tourism",Male,White,4+,low,low
2021/22,E07000166,Richmondshire,"Construction, Planning and the Built Environment",Female,Asian/ Asian British,1,low,low
2021/22,E07000164,Hambleton,Social Sciences,Total,Black/African/Caribbean/Black British,E,low,low
2021/22,E08000035,Leeds,Total,Total,Mixed/ Multiple Ethnic Group,Not Assigned,30,30
2021/22,E08000034,Kirklees,Education and Training,Male,Black/African/Caribbean/Black British,4+,low,low
2021/22,E07000167,Ryedale,Total,Male,Black/African/Caribbean/Black British,2,low,low
2021/22,E07000164,Hambleton,Social Sciences,Female,Total,4+,low,low
2021/22,E08000036,Wakefield,Preparation for Life and Work,Total,Black/African/Caribbean/Black British,1,80,60
2021/22,E07000169,Selby,"Health, Public Services and Care",Female,White,1,20,20
2021/22,E07000169,Selby,Total,Male,Not Provided,Not Assigned,low,low
2021/22,E08000036,Wakefield,Retail and Commercial Enterprise,Male,White,2,50,50
2021/22,E08000034,Kirklees,"Health, Public Services and Care",Male,Total,Total,380,260
2021/22,E08000033,Calderdale,"Arts, Media and Publishing",Total,Asian/ Asian British,E,low,low
2021/22,E07000166,Richmondshire,Social Sciences,Male,Black/African/Caribbean/Black British,4+,low,low
2021/22,E08000034,Kirklees,Science and Mathematics,Male,Other Ethnic Group,Total,10,10
2021/22,E07000164,Hambleton,"Leisure, Travel and Tourism",Male,Asian/ Asian British,Not Assigned,low,low
2021/22,E07000167,Ryedale,"Leisure, Travel and Tourism",Female,Not Provided,2,low,low
2021/22,E08000034,Kirklees,"Health, Public Services and Care",Total,Asian/ Asian British,4+,10,low
2021/22,E08000035,Leeds,"Languages, Literature and Culture",Female,Mixed/ Multiple Ethnic Group,Total,20,20
2021/22,E07000169,Selby,"Arts, Media and Publishing",Male,Asian/ Asian British,Total,low,low
2021/22,E08000033,Calderdale,Preparation for Life and Work,Total,Other Ethnic Group,3,low,low
2021/22,E07000165,Harrogate,Engineering and Manufacturing Technologies,Total,Mixed/ Multiple Ethnic Group,2,low,low
2021/22,E07000164,Hambleton,"Leisure, Travel and Tourism",Female,Asian/ Asian British,3,low,low
2021/22,E08000032,Bradford,"History, Philosophy and Theology",Female,Other Ethnic Group,Total,low,low
2021/22,E07000168,Scarborough,"Business, Administration and Law",Total,Asian/ Asian British,3,low,low
2021/22,E08000035,Leeds,"Leisure, Travel and Tourism",Total,Mixed/ Multiple Ethnic Group,E,low,low
2021/22,E08000034,Kirklees,"Health, Public Services and Care",Female,Other Ethnic Group,Not Assigned,low,low
2021/22,E07000167,Ryedale,"Construction, Planning and the Built Environment",Total,Total,2,10,low
2021/22,E08000036,Wakefield,"Arts, Media and Publishing",Female,Asian/ Asian British,1,low,low
2021/22,E08000036,Wakefield,Education and Training,Total,Not Provided,1,low,low
2021/22,E08000032,Bradford,"Languages, Literature and Culture",Male,Mixed/ Multiple Ethnic Group,2,10,low
2021/22,E07000166,Richmondshire,Preparation for Life and Work,Total,Asian/ Asian British,E,420,410
2021/22,E08000034,Kirklees,Total,Female,Other Ethnic Group,Total,1100,930
2021/22,E08000032,Bradford,Total,Female,White,Total,4920,3540
2021/22,E07000169,Selby,Preparation for Life and Work,Male,Not Provided,1,low,low
2021/22,E07000164,Hambleton,Retail and Commercial Enterprise,Total,White,Not Assigned,low,low
2021/22,E08000035,Leeds,"Leisure, Travel and Tourism",Female,Other Ethnic Group,Total,low,low
2021/22,E08000036,Wakefield,Information and Communication Technology,Male,Mixed/ Multiple Ethnic Group,2,low,low
2021/22,E08000032,Bradford,Not Applicable/ Not Known,Total,Black/African/Caribbean/Black British,Not Assigned,low,low
2021/22,E07000168,Scarborough,"Arts, Media and Publishing",Female,Mixed/ Multiple Ethnic Group,2,low,low
2021/22,E07000168,Scarborough,Engineering and Manufacturing Technologies,Male,Other Ethnic Group,Not Assigned,low,low
2021/22,E07000169,Selby,Not Applicable/ Not Known,Female,Mixed/ Multiple Ethnic Group,4+,low,low
2021/22,E07000168,Scarborough,Retail and Commercial Enterprise,Total,White,1,low,low
2021/22,E07000165,Harrogate,"Leisure, Travel and Tourism",Total,Not Provided,3,10,low
2021/22,E08000034,Kirklees,Education and Training,Total,Black/African/Caribbean/Black British,E,low,low
2021/22,E07000167,Ryedale,Preparation for Life and Work,Female,White,1,30,20
2021/22,E08000033,Calderdale,"History, Philosophy and Theology",Male,Mixed/ Multiple Ethnic Group,3,low,low
2021/22,E07000167,Ryedale,Retail and Commercial Enterprise,Male,Asian/ Asian British,E,low,low
2021/22,E07000165,Harrogate,Education and Training,Female,Total,4+,low,low
2021/22,E08000032,Bradford,Science and Mathematics,Total,Asian/ Asian British,Total,350,260
2021/22,E07000165,Harrogate,"Agriculture, Horticulture and Animal Care",Total,Black/African/Caribbean/Black British,1,low,low
2021/22,E08000035,Leeds,Preparation for Life and Work,Total,Mixed/ Multiple Ethnic Group,1,130,100
2021/22,E07000167,Ryedale,"Arts, Media and Publishing",Total,Total,Total,10,10
2021/22,E07000165,Harrogate,Preparation for Life and Work,Male,Not Provided,3,low,low
2021/22,E07000169,Selby,"Construction, Planning and the Built Environment",Female,Total,2,low,low
2021/22,E07000169,Selby,Science and Mathematics,Male,Other Ethnic Group,4+,low,low
2021/22,E08000032,Bradford,"History, Philosophy and Theology",Total,Not Provided,2,low,low
2021/22,E08000036,Wakefield,"Business, Administration and Law",Female,Black/African/Caribbean/Black British,Not Assigned,low,low
2021/22,E07000166,Richmondshire,Information and Communication Technology,Female,White,E,10,10
2021/22,E07000167,Ryedale,Engineering and Manufacturing Technologies,Total,Black/African/Caribbean/Black British,3,low,low
2021/22,E07000164,Hambleton,"Agriculture, Horticulture and Animal Care",Female,White,Not Assigned,low,low
2021/22,E07000168,Scarborough,Engineering and Manufacturing Technologies,Male,Black/African/Caribbean/Black British,E,low,low
2021/22,E07000164,Hambleton,Retail and Commercial Enterprise,Female,Mixed/ Multiple Ethnic Group,3,low,low
2021/22,E07000165,Harrogate,"Arts, Media and Publishing",Female,White,E,low,low
2021/22,E07000169,Selby,Total,Total,Mixed/ Multiple Ethnic Group,1,low,low
2021/22,E08000035,Leeds,"History, Philosophy and Theology",Male,Mixed/ Multiple Ethnic Group,3,low,low
2021/22,E08000033,Calderdale,Not Applicable/ Not Known,Female,White,4+,low,low
2021/22,E07000163,Craven,"Agriculture, Horticulture and Animal Care",Female,Not Provided,1,low,low
2021/22,E07000164,Hambleton,Not Applicable/ Not Known,Male,Total,Not Assigned,10,low
2021/22,E08000033,Calderdale,"Agriculture, Horticulture and Animal Care",Total,Mixed/ Multiple Ethnic Group,4+,low,low
2021/22,E07000166,Richmondshire,Total,Male,White,2,180,120
