Local Area,JobFunction Growth Rank,JobFunction Name,Job Growth Rank,Job Name,Skill Rank,Top 10 List of Skills Needed for the Job,Top 10 List of Skills Added by Members in Chamber Region occupied with the Job,"<--This job list contains ALL jobs that have been growing in demand from 2017 to 2021, categorized into Job Functions for readability"
West Yorkshire,2,Customer Success and Support,4,Service Representative,1,Front Office,Customer Service,NA
West Yorkshire,2,Customer Success and Support,4,Service Representative,2,Customer Satisfaction,Customer Satisfaction,NA
West Yorkshire,2,Customer Success and Support,4,Service Representative,3,Hospitality,Teamwork,NA
West Yorkshire,2,Customer Success and Support,4,Service Representative,4,Customer Service,Change Management,NA
West Yorkshire,2,Customer Success and Support,4,Service Representative,5,Opera,Stakeholder Management,NA
West Yorkshire,2,Customer Success and Support,4,Service Representative,6,Sales,Sales,NA
West Yorkshire,2,Customer Success and Support,4,Service Representative,7,Time Management,Project Management,NA
West Yorkshire,2,Customer Success and Support,4,Service Representative,8,Hotel Management,Microsoft Excel,NA
West Yorkshire,2,Customer Success and Support,4,Service Representative,9,Teamwork,Communication,NA
West Yorkshire,2,Customer Success and Support,4,Service Representative,10,Troubleshooting,Time Management,NA
West Yorkshire,2,Customer Success and Support,5,Customer Service Advisor,1,Customer Satisfaction,Customer Service,NA
West Yorkshire,2,Customer Success and Support,5,Customer Service Advisor,2,Customer Service,Customer Experience,NA
West Yorkshire,2,Customer Success and Support,5,Customer Service Advisor,3,Customer Experience,Time Management,NA
West Yorkshire,2,Customer Success and Support,5,Customer Service Advisor,4,Time Management,Customer Satisfaction,NA
West Yorkshire,2,Customer Success and Support,5,Customer Service Advisor,5,Sales,Customer Support,NA
West Yorkshire,2,Customer Success and Support,5,Customer Service Advisor,6,Teamwork,Teamwork,NA
West Yorkshire,2,Customer Success and Support,5,Customer Service Advisor,7,Phone Etiquette,Communication,NA
West Yorkshire,2,Customer Success and Support,5,Customer Service Advisor,8,Retail,Contact Centers,NA
West Yorkshire,2,Customer Success and Support,5,Customer Service Advisor,9,Contact Centers,Sales,NA
West Yorkshire,2,Customer Success and Support,5,Customer Service Advisor,10,Customer-focused Service,Retail,NA
West Yorkshire,2,Customer Success and Support,6,Guest Services Associate,1,Teamwork,Communication,NA
West Yorkshire,2,Customer Success and Support,6,Guest Services Associate,2,Time Management,Time Management,NA
West Yorkshire,2,Customer Success and Support,6,Guest Services Associate,3,Customer Service,Customer Service,NA
West Yorkshire,2,Customer Success and Support,6,Guest Services Associate,4,Communication,Problem Solving,NA
West Yorkshire,2,Customer Success and Support,6,Guest Services Associate,5,Social Media,Teamwork,NA
West Yorkshire,2,Customer Success and Support,6,Guest Services Associate,6,Hospitality,Microsoft PowerPoint,NA
West Yorkshire,2,Customer Success and Support,6,Guest Services Associate,7,Crowd Control,Organization Skills,NA
West Yorkshire,2,Customer Success and Support,6,Guest Services Associate,8,Event Planning,Research,NA
West Yorkshire,2,Customer Success and Support,6,Guest Services Associate,9,Problem Solving,Microsoft Word,NA
West Yorkshire,2,Customer Success and Support,6,Guest Services Associate,10,Event Management,Microsoft Office,NA
West Yorkshire,2,Customer Success and Support,7,Customer Support Specialist,1,Customer Support,Customer Support,NA
West Yorkshire,2,Customer Success and Support,7,Customer Support Specialist,2,Technical Support,Customer Experience,NA
West Yorkshire,2,Customer Success and Support,7,Customer Support Specialist,3,Customer Satisfaction,Banking,NA
West Yorkshire,2,Customer Success and Support,7,Customer Support Specialist,4,Customer Experience,Technical Support,NA
West Yorkshire,2,Customer Success and Support,7,Customer Support Specialist,5,Customer Service,Customer Satisfaction,NA
West Yorkshire,2,Customer Success and Support,7,Customer Support Specialist,6,Zendesk,Financial Services,NA
West Yorkshire,2,Customer Success and Support,7,Customer Support Specialist,7,Troubleshooting,Microsoft Word,NA
West Yorkshire,2,Customer Success and Support,7,Customer Support Specialist,8,Contact Centers,Communication,NA
West Yorkshire,2,Customer Success and Support,7,Customer Support Specialist,9,Customer Relationship Management (CRM),Customer Service,NA
West Yorkshire,2,Customer Success and Support,7,Customer Support Specialist,10,Sales,Sales,NA
West Yorkshire,2,Customer Success and Support,8,Service Writer,1,Automotive,Automotive,NA
West Yorkshire,2,Customer Success and Support,8,Service Writer,2,Customer Satisfaction,Customer Satisfaction,NA
West Yorkshire,2,Customer Success and Support,8,Service Writer,3,Customer Retention,Customer Retention,NA
West Yorkshire,2,Customer Success and Support,8,Service Writer,4,Automotive Aftermarket,Automotive Aftermarket,NA
West Yorkshire,2,Customer Success and Support,8,Service Writer,5,Warranty,Customer Service,NA
West Yorkshire,2,Customer Success and Support,8,Service Writer,6,Aftersales,Customer Experience,NA
West Yorkshire,2,Customer Success and Support,8,Service Writer,7,Automotive Repair,Teamwork,NA
West Yorkshire,2,Customer Success and Support,8,Service Writer,8,Vehicles,Sales,NA
West Yorkshire,2,Customer Success and Support,8,Service Writer,9,Sales Processes,Team Building,NA
West Yorkshire,2,Customer Success and Support,8,Service Writer,10,Customer Experience,Communication,NA
West Yorkshire,2,Customer Success and Support,9,Support Team Lead,1,Technical Support,Technical Support,NA
West Yorkshire,2,Customer Success and Support,9,Support Team Lead,2,Active Directory,Team Leadership,NA
West Yorkshire,2,Customer Success and Support,9,Support Team Lead,3,Troubleshooting,Change Management,NA
West Yorkshire,2,Customer Success and Support,9,Support Team Lead,4,Windows Server,Active Directory,NA
West Yorkshire,2,Customer Success and Support,9,Support Team Lead,5,Change Management,Training,NA
West Yorkshire,2,Customer Success and Support,9,Support Team Lead,6,Customer Support,Customer Service,NA
West Yorkshire,2,Customer Success and Support,9,Support Team Lead,7,ITIL,Project Management,NA
West Yorkshire,2,Customer Success and Support,9,Support Team Lead,8,Customer Service,Problem Solving,NA
West Yorkshire,2,Customer Success and Support,9,Support Team Lead,9,Windows 7,Troubleshooting,NA
West Yorkshire,2,Customer Success and Support,9,Support Team Lead,10,Performance Management,Team Management,NA
West Yorkshire,2,Customer Success and Support,10,Customer Service Team Lead,1,Customer Experience,Team Leadership,NA
West Yorkshire,2,Customer Success and Support,10,Customer Service Team Lead,2,Customer Satisfaction,Customer Experience,NA
West Yorkshire,2,Customer Success and Support,10,Customer Service Team Lead,3,Team Leadership,Customer Satisfaction,NA
West Yorkshire,2,Customer Success and Support,10,Customer Service Team Lead,4,Customer Service Management,People Management,NA
West Yorkshire,2,Customer Success and Support,10,Customer Service Team Lead,5,Contact Centers,Coaching,NA
West Yorkshire,2,Customer Success and Support,10,Customer Service Team Lead,6,Customer Service,Customer Service Management,NA
West Yorkshire,2,Customer Success and Support,10,Customer Service Team Lead,7,Performance Management,Complaint Management,NA
West Yorkshire,2,Customer Success and Support,10,Customer Service Team Lead,8,Coaching,Performance Management,NA
West Yorkshire,2,Customer Success and Support,10,Customer Service Team Lead,9,Customer-focused Service,Contact Centers,NA
West Yorkshire,2,Customer Success and Support,10,Customer Service Team Lead,10,Time Management,Customer Support,NA
West Yorkshire,2,Customer Success and Support,11,Customer Service Coordinator,1,Customer Satisfaction,Customer Experience,NA
West Yorkshire,2,Customer Success and Support,11,Customer Service Coordinator,2,Customer Experience,Customer Relationship Management (CRM),NA
West Yorkshire,2,Customer Success and Support,11,Customer Service Coordinator,3,Customer Service,Customer Service,NA
West Yorkshire,2,Customer Success and Support,11,Customer Service Coordinator,4,Customer Support,Sales,NA
West Yorkshire,2,Customer Success and Support,11,Customer Service Coordinator,5,Customer Relationship Management (CRM),Problem Solving,NA
West Yorkshire,2,Customer Success and Support,11,Customer Service Coordinator,6,Complaint Management,Customer Satisfaction,NA
West Yorkshire,2,Customer Success and Support,11,Customer Service Coordinator,7,Office Administration,Microsoft Office,NA
West Yorkshire,2,Customer Success and Support,11,Customer Service Coordinator,8,Sales,Microsoft Excel,NA
West Yorkshire,2,Customer Success and Support,11,Customer Service Coordinator,9,Account Management,Teamwork,NA
West Yorkshire,2,Customer Success and Support,11,Customer Service Coordinator,10,Order Processing,Communication,NA
West Yorkshire,2,Customer Success and Support,12,Cashier,1,Cashiering,Cashiering,NA
West Yorkshire,2,Customer Success and Support,12,Cashier,2,Cash Handling,Teamwork,NA
West Yorkshire,2,Customer Success and Support,12,Cashier,3,Retail,Time Management,NA
West Yorkshire,2,Customer Success and Support,12,Cashier,4,Teamwork,Communication,NA
West Yorkshire,2,Customer Success and Support,12,Cashier,5,Time Management,Microsoft Word,NA
West Yorkshire,2,Customer Success and Support,12,Cashier,6,Customer Service,Problem Solving,NA
West Yorkshire,2,Customer Success and Support,12,Cashier,7,Communication,Customer Service,NA
West Yorkshire,2,Customer Success and Support,12,Cashier,8,Sales,Accounting,NA
West Yorkshire,2,Customer Success and Support,12,Cashier,9,Organization Skills,Microsoft PowerPoint,NA
West Yorkshire,2,Customer Success and Support,12,Cashier,10,Retail Sales,Microsoft Excel,NA
West Yorkshire,2,Customer Success and Support,13,Customer Assistant,1,Retail,Communication,NA
West Yorkshire,2,Customer Success and Support,13,Customer Assistant,2,Time Management,Teamwork,NA
West Yorkshire,2,Customer Success and Support,13,Customer Assistant,3,Teamwork,Time Management,NA
West Yorkshire,2,Customer Success and Support,13,Customer Assistant,4,Communication,Customer Service,NA
West Yorkshire,2,Customer Success and Support,13,Customer Assistant,5,Customer Service,Retail,NA
West Yorkshire,2,Customer Success and Support,13,Customer Assistant,6,Organization Skills,Problem Solving,NA
West Yorkshire,2,Customer Success and Support,13,Customer Assistant,7,Problem Solving,Microsoft Word,NA
West Yorkshire,2,Customer Success and Support,13,Customer Assistant,8,Customer Satisfaction,Microsoft PowerPoint,NA
West Yorkshire,2,Customer Success and Support,13,Customer Assistant,9,Social Media,Organization Skills,NA
West Yorkshire,2,Customer Success and Support,13,Customer Assistant,10,Adobe Photoshop,Research,NA
West Yorkshire,2,Customer Success and Support,14,Sales Operations Assistant,1,Retail,Teamwork,NA
West Yorkshire,2,Customer Success and Support,14,Sales Operations Assistant,2,Merchandising,Microsoft Office,NA
West Yorkshire,2,Customer Success and Support,14,Sales Operations Assistant,3,Visual Merchandising,Microsoft Excel,NA
West Yorkshire,2,Customer Success and Support,14,Sales Operations Assistant,4,E-Commerce,Microsoft Word,NA
West Yorkshire,2,Customer Success and Support,14,Sales Operations Assistant,5,Sales,Customer Service,NA
West Yorkshire,2,Customer Success and Support,14,Sales Operations Assistant,6,Fashion,Sales,NA
West Yorkshire,2,Customer Success and Support,14,Sales Operations Assistant,7,Adobe Photoshop,Communication,NA
West Yorkshire,2,Customer Success and Support,14,Sales Operations Assistant,8,Retail Sales,NA,NA
West Yorkshire,2,Customer Success and Support,14,Sales Operations Assistant,9,Magento,NA,NA
West Yorkshire,2,Customer Success and Support,14,Sales Operations Assistant,10,Time Management,NA,NA
West Yorkshire,2,Customer Success and Support,15,Customer Service Manager,1,Operations Management,Operations Management,NA
West Yorkshire,2,Customer Success and Support,15,Customer Service Manager,2,Performance Management,Change Management,NA
West Yorkshire,2,Customer Success and Support,15,Customer Service Manager,3,Change Management,Performance Management,NA
West Yorkshire,2,Customer Success and Support,15,Customer Service Manager,4,Customer Satisfaction,People Management,NA
West Yorkshire,2,Customer Success and Support,15,Customer Service Manager,5,Team Building,Team Leadership,NA
West Yorkshire,2,Customer Success and Support,15,Customer Service Manager,6,People Management,Team Building,NA
West Yorkshire,2,Customer Success and Support,15,Customer Service Manager,7,Logistics Management,Management,NA
West Yorkshire,2,Customer Success and Support,15,Customer Service Manager,8,Account Management,Team Management,NA
West Yorkshire,2,Customer Success and Support,15,Customer Service Manager,9,Contract Management,Coaching,NA
West Yorkshire,2,Customer Success and Support,15,Customer Service Manager,10,Team Leadership,Negotiation,NA
West Yorkshire,2,Customer Success and Support,16,Customer Service Specialist,1,Customer Service,Customer Service,NA
West Yorkshire,2,Customer Success and Support,16,Customer Service Specialist,2,Customer Satisfaction,Time Management,NA
West Yorkshire,2,Customer Success and Support,16,Customer Service Specialist,3,Sales,Teamwork,NA
West Yorkshire,2,Customer Success and Support,16,Customer Service Specialist,4,Time Management,Microsoft Word,NA
West Yorkshire,2,Customer Success and Support,16,Customer Service Specialist,5,Retail,Customer Experience,NA
West Yorkshire,2,Customer Success and Support,16,Customer Service Specialist,6,Customer Experience,Sales,NA
West Yorkshire,2,Customer Success and Support,16,Customer Service Specialist,7,Teamwork,Problem Solving,NA
West Yorkshire,2,Customer Success and Support,16,Customer Service Specialist,8,Customer-focused Service,Communication,NA
West Yorkshire,2,Customer Success and Support,16,Customer Service Specialist,9,Communication,Microsoft PowerPoint,NA
West Yorkshire,2,Customer Success and Support,16,Customer Service Specialist,10,Customer Support,Microsoft Office,NA
West Yorkshire,3,Finance,1,Finance Specialist,1,Finance,Finance,NA
West Yorkshire,3,Finance,1,Finance Specialist,2,Financial Analysis,Accounting,NA
West Yorkshire,3,Finance,1,Finance Specialist,3,Accounting,Financial Analysis,NA
West Yorkshire,3,Finance,1,Finance Specialist,4,Financial Reporting,Management Accounting,NA
West Yorkshire,3,Finance,1,Finance Specialist,5,Financial Accounting,Financial Accounting,NA
West Yorkshire,3,Finance,1,Finance Specialist,6,Management Accounting,Financial Reporting,NA
West Yorkshire,3,Finance,1,Finance Specialist,7,Account Reconciliation,Microsoft Excel,NA
West Yorkshire,3,Finance,1,Finance Specialist,8,Corporate Finance,Account Reconciliation,NA
West Yorkshire,3,Finance,1,Finance Specialist,9,Financial Modeling,Budgeting,NA
West Yorkshire,3,Finance,1,Finance Specialist,10,Managerial Finance,Data Analysis,NA
West Yorkshire,3,Finance,2,Financial Consultant,1,Finance,Financial Services,NA
West Yorkshire,3,Finance,2,Financial Consultant,2,Financial Analysis,Banking,NA
West Yorkshire,3,Finance,2,Financial Consultant,3,Financial Services,Retirement Planning,NA
West Yorkshire,3,Finance,2,Financial Consultant,4,Financial Planning,Investments,NA
West Yorkshire,3,Finance,2,Financial Consultant,5,Financial Advisory,Finance,NA
West Yorkshire,3,Finance,2,Financial Consultant,6,Banking,Financial Planning,NA
West Yorkshire,3,Finance,2,Financial Consultant,7,Investments,Business Relationship Management,NA
West Yorkshire,3,Finance,2,Financial Consultant,8,Anti-Money Laundering,Financial Analysis,NA
West Yorkshire,3,Finance,2,Financial Consultant,9,Retirement Planning,Risk Management,NA
West Yorkshire,3,Finance,2,Financial Consultant,10,Financial Accounting,Management,NA
West Yorkshire,3,Finance,3,Investment Analyst,1,Financial Modeling,Investments,NA
West Yorkshire,3,Finance,3,Investment Analyst,2,Financial Analysis,Financial Analysis,NA
West Yorkshire,3,Finance,3,Investment Analyst,3,Investments,Data Analysis,NA
West Yorkshire,3,Finance,3,Investment Analyst,4,Valuation,Microsoft Excel,NA
West Yorkshire,3,Finance,3,Investment Analyst,5,Bloomberg,Financial Services,NA
West Yorkshire,3,Finance,3,Investment Analyst,6,Investment Banking,SQL,NA
West Yorkshire,3,Finance,3,Investment Analyst,7,Equities,Teamwork,NA
